交易日期,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10
2006-01-25,0.0471135,0.027784416666666662,0.024296250000000005,0.06250283333333334,0.05378475,0.031248333333333336,0.027012000000000005,0.0215505,0.04620525000000001,0.05308946153846154
2006-02-28,-0.040737556603773595,-0.004182897196261683,-0.00012948598130841323,-0.007279654205607477,0.00042582242990654365,-0.0029155849056603763,0.029127130841121496,0.019678130841121487,0.045802523364486,0.0233221308411215
2006-03-31,-0.050457134615384626,-0.02027031428571429,0.06679030769230772,0.07504635238095238,0.08487857692307696,0.09663829523809526,0.09678934615384613,0.12150951428571428,0.10859981730769232,0.12905985714285717
2006-04-28,0.3388777010309278,0.3185641443298968,0.2982407959183673,0.2825437216494847,0.265756806122449,0.2628435257731959,0.23241699999999996,0.22164920408163266,0.20278739175257726,0.15596162244897957
2006-05-31,0.06782965999999999,0.08611811881188118,0.07142595000000002,0.07910268316831683,0.06344185148514851,0.06335111000000002,0.04935610891089105,0.04918164999999997,0.024977534653465326,0.025613891089108907
2006-06-30,-0.002739079999999996,-0.006739650000000005,-0.011891584158415841,-0.01620668,-0.04661021782178218,-0.02679077,-0.042636129999999994,-0.06663776237623761,-0.05725118999999998,-0.08248863366336634
2006-07-31,0.026121198198198192,0.032045837837837855,0.023247909909909905,0.02472114414414414,0.0389978018018018,0.03472299099099101,0.03957917117117117,0.0491848918918919,0.0380273693693694,0.026926892857142868
2006-08-31,0.11234180833333333,0.06412222314049584,0.05901729999999998,0.0501213305785124,0.05465137500000001,0.04019714049586778,0.03750931666666664,0.038937975206611575,0.03438230833333335,0.04301542148760331
2006-09-29,-0.010953877049180329,-0.013166581967213115,-0.01609103278688525,0.0012650163934426204,0.01032668032786885,-0.021295073770491807,-0.01270264754098361,0.0028274098360655743,0.013324926229508195,0.03292831967213114
2006-10-31,-0.011426459677419353,-0.010260733870967742,-0.004777975806451614,0.022041548387096776,0.011650575999999998,0.03521470161290323,0.06724588709677419,0.060552362903225784,0.106580064516129,0.17264567999999988
